ID	baseMean	log2FoldChange	padj	Label
RN7SL716P	0.6	-0.9	1	-
AC007923.1	4.7	4.8	1	-
AC145207.4	1.3	-0.9	1	-
HID1-AS1	0.9	-0.8	1	-
LINC02591	3.5	3.8	1	-
AC127024.2	2.8	0.6	1	-
AP000919.1	0.8	2.1	1	-
RN7SL353P	2.9	0.9	1	-
AC055811.1	1.2	1	1	-
PPP4R1-AS1	1.1	0	1	-
AC023389.1	0.9	0.2	1	-
RN7SL470P	0.7	-1.2	1	-
RN7SL750P	0.7	0.4	1	-
MIR5581	2.7	-1.3	1	-
AC005154.3	0.6	-0.2	1	-
AC079062.1	2.4	2.3	1	-
AP001178.1	1	1.6	1	-
AC025682.1	3.8	0	1	-
AC022211.1	0.8	-0.1	1	-
SKAP1-AS1	2.9	0.7	1	-
RDM1P5	4.3	1.3	1	-
MIR4635	0.7	0	1	-
AP005899.1	5.3	0.2	1	-
AC145207.6	0.7	-3	1	-
RN7SL774P	1.6	0.5	1	-
AP000845.1	3.6	-0.4	1	-
AC015563.1	1.9	0.1	1	-
AC100778.2	1.5	1.1	1	-
AC022960.1	0.5	-1.5	1	-
SNORD3A	6.1	1.6	1	-
RN7SL32P	3.4	0	1	-
RN7SL850P	2.3	0.9	1	-
AC091138.1	1.2	-0.6	1	-
RHEX	1.7	0	1	-
RN7SL381P	1.3	0.8	1	-
AP001094.1	0.6	-0.7	1	-
RN7SL121P	4.7	0	1	-
AC009716.1	1.7	0.5	1	-
AC087393.2	1.4	-2.3	1	-
AC004253.1	3.5	-1	1	-
AC091588.1	1.5	0	1	-
RN7SL336P	0.9	-0.3	1	-
RN7SL744P	2.4	-0.7	1	-
AC005726.2	6	-0.2	1	-
RN7SL455P	4	0	1	-
AC103810.1	5.7	0.1	1	-
AC073508.2	0.8	3	1	-
AC005291.1	1.4	1.3	1	-
RN7SL531P	4.9	0	1	-
AC114488.3	0.7	-0.1	1	-
AC005899.1	2.1	-0.7	1	-
RN7SL474P	1.7	0.8	1	-
AC138207.2	4.9	0.2	1	-
RN7SL784P	4.8	0.4	1	-
AC116003.1	0.9	-0.7	1	-
AC104984.1	2.4	-0.6	1	-
AC138207.3	2.3	0.6	1	-
MIR3189	1.9	0.8	1	-
AC106037.1	4.8	0	1	-
MIR4701	1.1	1	1	-
AGAP7P	2.1	2	1	-
ANXA8L1	2.2	0.8	1	-
AP005329.1	1.5	-0.4	1	-
RN7SL835P	1.1	-1	1	-
MIR4322	1.8	0.4	1	-
MIR4767	0.6	2.7	1	-
AC016866.1	1.3	-0.1	1	-
RN7SL488P	1.2	0.1	1	-
AC104564.3	4.3	0	1	-
AC024267.3	2.7	-0.4	1	-
RN7SL644P	3.1	-1	1	-
LINC01894	4.2	1.6	1	-
MIR4258	0.6	0.8	1	-
AC023983.1	0.9	2.2	1	-
RN7SL431P	1	-0.2	1	-
RN7SL718P	2.1	1	1	-
MIR4653	0.9	2.3	1	-
RN7SL560P	1.6	1.3	1	-
AL445686.2	3.9	0	1	-
AC091170.1	3.1	-0.2	1	-
RN7SL731P	2.3	4.5	1	-
AP000915.1	3.5	0.1	1	-
AC011474.1	1.1	-3.6	1	-
RN7SL596P	1.2	1	1	-
AC005154.4	1.9	0.8	1	-
RN7SL405P	4	-0.2	1	-
AC008026.3	3.1	-0.4	1	-
MIR4257	1.2	1	1	-
AC015674.1	1.8	-0.4	1	-
DCXR-DT	4.8	-1.7	1	-
SNX19P3	4.2	-0.6	1	-
AC009630.3	4.2	-0.9	1	-
MAPT-AS1	5.1	0.4	1	-
RN7SL131P	2.4	-1	1	-
AC005726.3	2	0	1	-
RN7SL592P	0.5	0.1	1	-
PPIAP54	0.8	-1.4	1	-
AC020558.1	0.9	0.9	1	-
SEPT4-AS1	2.7	-0.8	1	-
AC098850.1	4.6	0.2	1	-
AC090337.1	1	1.6	1	-
L3MBTL4-AS1	4.6	0.1	1	-
NPY4R2	2.5	2.9	1	-
AC093484.2	1.9	0.1	1	-
DPRXP4	0.9	-0.8	1	-
TTC39C-AS1	6	-2	1	-
RN7SL237P	0.5	2.4	1	-
AC145207.8	3.8	-0.1	1	-
ERVFRD-3	0.9	1.1	1	-
AC068025.1	0.5	-0.7	1	-
RF00017	1.4	0.3	1	-
AC132938.2	4.4	1.1	1	-
AC011933.2	1	-1.6	1	-
RN7SL690P	2.7	0	1	-
AP005901.2	0.8	-3.3	1	-
AL358013.1	0.7	-0.1	1	-
AC006141.1	1.3	1.9	1	-
RN7SL525P	3.4	-0.7	1	-
AC090772.1	2.2	-0.9	1	-
AC115989.1	0.7	0.3	1	-
RN7SL190P	1.1	0.8	1	-
AC100830.2	1	-0.3	1	-
SH3GL1P2	2.2	-0.3	1	-
PRR29-AS1	3.6	0.4	1	-
AC138761.1	1.5	0.7	1	-
MIR4730	1.2	-0.8	1	-
RN7SL440P	1.4	-0.5	1	-
AC090844.2	1.2	-3.1	1	-
AC015563.2	1.1	-3.7	1	-
AC087301.1	2	0.4	1	-
RN7SL262P	2.5	1.2	1	-
AC068418.2	6.2	0.7	1	-
RN7SL622P	0.6	0.2	1	-
AC145343.1	3	0.9	1	-
AC010761.3	3	0.9	1	-
AC007922.2	4.7	0.5	1	-
C1QTNF1-AS1	0.6	-1.7	1	-
AC005332.1	5.7	-0.5	1	-
AC134669.1	4.6	0	1	-
AC124283.4	0.8	1.1	1	-
MIR3192	0.5	-0.5	1	-
MIR133A1HG	2.2	-1.8	1	-
RN7SL667P	2.3	1	1	-
AP001496.3	5.8	-0.7	1	-
ANXA8	2	-0.9	1	-
AC010761.4	4.1	0.3	1	-
AC090358.1	0.7	2	1	-
AC129926.1	0.7	0.6	1	-
MIR3132	0.7	-0.3	1	-
RN7SL693P	0.9	1.7	1	-
AC005726.5	0.8	3.1	1	-
ARGFXP2	1.4	-0.3	1	-
FEM1AP2	0.5	0.8	1	-
MIR4263	1.5	1.3	1	-
MIR4524B	0.5	1.5	1	-
GLUD1P2	2.6	-0.5	1	-
PCAT18	2.4	-0.7	1	-
RN7SL391P	5.1	0.1	1	-
AC084125.4	3.8	-0.6	1	-
MIR4324	0.7	1.6	1	-
RN7SL656P	1.5	-1.2	1	-
RN7SL811P	1.5	-0.7	1	-
AC127024.3	2	-1.7	1	-
AC012447.1	1.2	-0.9	1	-
AC132938.3	4.7	-0.1	1	-
AC010761.5	3.7	1	1	-
AC107982.3	3.6	1.2	1	-
AC005358.2	3.1	-0.4	1	-
AP001178.2	0.7	-0.5	1	-
AC100778.3	1.4	-1.2	1	-
AC020558.2	6	-0.7	1	-
LINC01892	2.3	-0.5	1	-
AC114689.3	2.5	0.8	1	-
LINC01903	0.6	-0.6	1	-
RN7SL652P	1.2	0.5	1	-
AC002094.2	1.9	1.9	1	-
AC104564.5	4.5	-0.7	1	-
RN7SL279P	0.5	0.4	1	-
MIR4664	1.6	-1	1	-
SYPL1P2	2.1	1.2	1	-
AC005821.1	6	-3	1	-
AC023389.2	0.8	-2.3	1	-
AP001099.1	2.5	0	1	-
AP006565.1	1	0.5	1	-
AC104984.3	0.6	-0.7	1	-
RN7SL339P	2.6	0.7	1	-
AC135178.3	3.4	0.3	1	-
AC090772.3	5	0.8	1	-
AC010754.1	5.8	0.3	1	-
RN7SL624P	0.8	-0.5	1	-
AC018413.1	5.4	-0.3	1	-
LINC01906	0.6	1.5	1	-
NOS2P1	1.1	0.1	1	-
AC127024.4	2.3	0	1	-
AC138207.6	2.2	-0.7	1	-
AC090844.3	1.9	0	1	-
RN7SL49P	1.2	0.3	1	-
MIR4292	1.2	-0.1	1	-
RN7SL376P	0.7	0.1	1	-
EEF1E1-BLOC1S5	5.8	5.8	1	-
AC024267.4	0.9	0.3	1	-
AC007923.2	2.3	0.4	1	-
MIR4516	1.5	-0.7	1	-
RN7SL73P	4	-0.7	1	-
AC233263.1	0.6	0.5	1	-
RN7SL96P	1.7	0.5	1	-
AC024267.5	1.1	-1.1	1	-
AC037487.1	1.5	-0.6	1	-
MIR3685	1	0.3	1	-
LINC00668	2.1	-0.6	1	-
AC091042.1	0.5	0.4	1	-
UBE2CP2	4	-0.2	1	-
AC090912.1	1.8	0	1	-
AC015878.2	1.4	-1	1	-
GACAT2	6	0.1	1	-
AC103810.3	2.4	-0.3	1	-
MIR3671	0.7	-1	1	-
LINC02079	1.8	0.5	1	-
AC016888.1	0.5	1.6	1	-
MIR3649	0.5	0.1	1	-
AP001011.1	2.2	-0.8	1	-
POLRMTP1	5.5	-0.3	1	-
RN7SL574P	0.9	0.1	1	-
AC004805.1	2.2	-4.7	1	-
AC068025.2	1.3	0	1	-
MIR5587	1	1.5	1	-
RN7SL785P	1.5	-0.4	1	-
RN7SL163P	1.2	-1.2	1	-
RN7SL371P	3.7	0	1	-
MIR3176	1.6	0.2	1	-
NARF-IT1	1.7	1	1	-
AC121320.1	1.1	0.4	1	-
LINC00683	5.4	-0.4	1	-
LINC01909	4.6	-0.1	1	-
KLF14	2.8	2.2	1	-
LINC01910	1.5	1.8	1	-
AC091588.3	1.1	-0.8	1	-
AC012213.3	3.7	-1.1	1	-
AC015813.3	2.7	0.6	1	-
RN7SL510P	1.5	-0.8	1	-
AC026254.2	1.1	0.5	1	-
AC005410.2	1.2	-1.1	1	-
AC079915.1	1.1	0.3	1	-
AC005899.5	0.7	-1.2	1	-
SNHG25	2.5	0.3	1	-
RN7SL118P	1.1	-1.1	1	-
AP005205.2	4.9	0	1	-
NARF-AS1	2	1	1	-
AL449423.1	1	0.4	1	-
AC007448.3	2.6	0.3	1	-
AC011731.1	1	2.6	1	-
RDM1P1	1.2	2	1	-
AC005697.2	2.2	1.1	1	-
AC005838.2	2	-1.8	1	-
AP001381.1	2	0.4	1	-
RN7SL356P	3.2	-0.3	1	-
LINC01443	5.9	0.2	1	-
RN7SL377P	0.8	-1.5	1	-
AC018697.1	2.2	2.2	1	-
AC018521.6	1.6	-0.5	1	-
RN7SL202P	1	-3.5	1	-
MIR4754	0.6	0.9	1	-
AC093484.4	2.5	0	1	-
AP001793.1	2	-0.9	1	-
RN7SL48P	4.5	0.5	1	-
AC134407.1	0.6	1.7	1	-
TBC1D29P	6.2	-0.6	1	-
MIR3661	2.8	1.5	1	-
RN7SL619P	3.5	-0.1	1	-
AP005136.2	4	0.2	1	-
AP005432.1	0.8	-1.3	1	-
AC018521.7	4.9	-0.3	1	-
AC129492.5	0.9	-2.5	1	-
AC090912.2	0.9	0	1	-
MIR4482	2	-1	1	-
ITM2BP1	0.5	2.4	1	-
RN7SL123P	1	1.7	1	-
AC005993.1	0.6	1.5	1	-
AC015688.6	1.3	-1.1	1	-
AC104996.2	0.8	-0.5	1	-
AC007923.4	2.7	0.4	1	-
AP000902.1	1.2	-1.1	1	-
AC005546.1	0.6	-1.8	1	-
AC243964.2	6	0.2	1	-
AC006116.1	1.5	-0.7	1	-
AC008507.1	2.5	0.3	1	-
AC008543.3	0.5	-0.4	1	-
AC067852.1	1.2	3.6	1	-
AC006116.2	0.9	-0.6	1	-
AC005746.1	3.5	-0.3	1	-
AC093072.1	0.6	-1.9	1	-
AC092073.1	1	3.4	1	-
AP001269.1	1.2	-0.1	1	-
AC023421.1	2.2	-1.5	1	-
AP002449.1	0.9	-2.4	1	-
AC061992.1	4.9	-0.1	1	-
LINC01180	1.8	-0.1	1	-
AC087289.2	1	-0.1	1	-
AC011444.1	2.5	1.3	1	-
AC010485.1	1.7	1	1	-
AC004528.1	5.1	0.8	1	-
AP001542.1	1	2.5	1	-
AC111182.1	2.8	-0.1	1	-
AC016229.1	4.7	-0.6	1	-
AC011498.1	3.5	0.3	1	-
AC111170.1	0.5	0.8	1	-
AC020911.1	2.7	-0.3	1	-
AC010980.1	2.2	-0.3	1	-
AC100793.2	3.1	0.6	1	-
AC040977.2	2	-1.1	1	-
AC092143.3	3.7	0.2	1	-
AC005050.1	3.5	0.8	1	-
AC008738.1	0.6	-1	1	-
UXT-AS1	3.6	0	1	-
AP005264.1	2.1	-0.7	1	-
AC026458.2	0.7	0.2	1	-
NAGPA-AS1	5.3	0	1	-
CCDC58P3	1.2	0.8	1	-
CTBP2P7	0.9	2.2	1	-
AC027307.1	2.2	1.2	1	-
AC008735.1	1.3	0.7	1	-
SLC14A2-AS1	1.9	-1.4	1	-
TBC1D3P1-DHX40P1	0.6	-3	1	-
PCAT19	2.6	-1.9	1	-
AP001029.1	1.9	0.3	1	-
AC011481.1	1.5	0.5	1	-
AC010525.1	0.6	-1.9	1	-
RPL10P15	1.3	-0.8	1	-
AD000671.2	2	-1.5	1	-
AC004490.1	0.6	0	1	-
SCAT1	5.5	0	1	-
RNF157-AS1	0.8	0.8	1	-
AC005746.2	2.2	0.9	1	-
AD000091.1	2.5	-1.1	1	-
AP005131.1	0.6	2.8	1	-
AC005901.1	3.4	-0.2	1	-
AC007998.2	0.6	1.5	1	-
AC012615.4	1	0.6	1	-
AP001120.2	1.1	0.1	1	-
AC011476.2	0.6	0.9	1	-
MIR2117HG	2.4	1.2	1	-
AC011499.1	1.8	1.2	1	-
AC005379.1	0.6	-1.8	1	-
AC091152.2	6	-0.6	1	-
AP002505.1	2.2	0.5	1	-
AC008770.2	3.2	1	1	-
PTP4A2P1	1.6	1.1	1	-
AC245748.2	0.7	0.8	1	-
AC006213.3	0.8	0.7	1	-
AC006116.4	1.9	0.2	1	-
AC023421.2	0.6	2.7	1	-
AC011461.1	0.9	1.3	1	-
LINC01775	3.4	0	1	-
SNRPGP4	2.1	-0.4	1	-
AC005954.3	2	0.3	1	-
AC005884.1	1.3	1.2	1	-
AC010504.1	4.4	0.2	1	-
AC107993.1	0.8	-1.5	1	-
AC005498.1	0.9	1.4	1	-
AC104971.1	3.1	0	1	-
AC092067.1	1.1	-2.9	1	-
AP001198.1	2.7	-0.3	1	-
AC011524.2	0.5	1.3	1	-
AP005482.3	5.4	0	1	-
AC011591.1	1.4	1.5	1	-
AC139100.1	1.3	-0.4	1	-
AC105105.1	37.3	-0.3	1	-
AC020928.1	2.4	-0.1	1	-
AC008567.2	1.9	1.4	1	-
AC008770.3	4.8	0.4	1	-
AC024575.1	4.4	0.2	1	-
AC011481.2	1.5	-0.3	1	-
AC005306.1	6	0	1	-
AC022031.2	1.2	-2.1	1	-
AC068473.3	1.9	0.2	1	-
AC012569.1	0.6	-0.7	1	-
AC025048.3	1	0	1	-
CEBPA-DT	2.3	2.8	1	-
AC011444.3	1.2	2	1	-
AC011511.4	6.1	-6.1	1	-
AC021504.1	3.3	0.8	1	-
AC104532.1	0.8	2	1	-
SELENOKP1	0.9	0.9	1	-
SLC25A1P5	1.8	0.5	1	-
LINC01415	4.1	1.8	1	-
AC009271.1	1	2.3	1	-
EIF4A2P1	1.6	-0.5	1	-
AC060780.2	5.5	1	1	-
ZNF833P	3.5	-0.7	1	-
AC003070.1	0.7	-0.4	1	-
GEMIN7-AS1	2.8	1.1	1	-
SH3GL1P3	3.2	-0.6	1	-
RPL9P29	3.4	0.3	1	-
AC012309.1	1.3	-2.5	1	-
AC005330.1	3	-0.1	1	-
AC008894.1	1.1	-0.5	1	-
AC011498.4	1.7	-1	1	-
AC020931.1	5.3	0.6	1	-
MIR122HG	3.9	0.8	1	-
AC004596.1	2.7	-0.6	1	-
AC090236.1	1.4	3.8	1	-
AC090229.1	3.5	-1.4	1	-
AC023043.2	1.2	1.1	1	-
AC005180.1	0.7	-2.1	1	-
AC092068.2	2.4	0.1	1	-
AC005498.2	2.1	0.6	1	-
AC016582.2	5.6	0.8	1	-
AC005616.1	2.1	1.4	1	-
AC006116.6	2.4	0.3	1	-
DNAH17-AS1	3.6	0.6	1	-
AD000671.3	2.6	0	1	-
LINC02594	1.1	-0.4	1	-
AC005884.2	1	0.3	1	-
OR1AB1P	0.5	-1.7	1	-
LINC02073	5.2	0.3	1	-
AC004223.2	1.1	0.1	1	-
AC092069.1	0.8	-2.3	1	-
AC079210.1	0.5	0.4	1	-
AC090377.1	2.5	0.6	1	-
AC008569.2	3.4	1	1	-
AC100788.1	1.2	0.4	1	-
FAM215A	3.5	0.4	1	-
AC007786.1	2.8	0.5	1	-
ZNF887P	1.6	0.9	1	-
AC104365.2	0.6	0.2	1	-
AC090236.2	1.9	0.5	1	-
AC010327.3	0.6	0.2	1	-
AP001029.3	0.8	3.1	1	-
LINC01836	4.3	-0.4	1	-
AC015802.4	5.9	0.3	1	-
AC006116.8	1.6	0.2	1	-
AC005264.1	0.5	0.5	1	-
AC015911.8	0.7	0.8	1	-
AC027514.2	1.8	0.4	1	-
AC011477.3	3.2	0.5	1	-
AC008736.3	0.7	-1.1	1	-
STK25P1	1.3	-1.5	1	-
AC010327.4	4.9	0.1	1	-
AC011477.4	3.5	2.3	1	-
AC007998.3	0.7	-1.2	1	-
AC060780.3	1.7	0	1	-
AC011446.2	1.8	-3	1	-
AC011511.5	4.5	-0.5	1	-
AC007787.1	0.7	-0.3	1	-
AC008759.2	0.8	1	1	-
AC004223.3	2.8	-0.8	1	-
AC015911.9	0.5	1.4	1	-
AC118757.1	0.6	-0.7	1	-
AC023855.1	1	-1.8	1	-
AC008543.5	1.1	-0.4	1	-
AC010327.5	2.2	0.5	1	-
AC015961.1	0.7	-0.2	1	-
AC002546.1	1.7	-4.3	1	-
AC125437.1	4.7	-0.6	1	-
AC099811.3	1	1.3	1	-
LINC01482	3.3	-0.6	1	-
AC025809.1	4.3	0.2	1	-
AC021683.3	4.6	0.7	1	-
AC010632.2	2.9	-0.4	1	-
THA1P	0.9	-0.7	1	-
AC016229.2	1	-0.3	1	-
AC016590.2	3.4	1	1	-
AC008991.1	3.8	2.3	1	-
KF456478.1	0.7	-3	1	-
AP005131.6	1.3	-1.4	1	-
AC020917.2	0.5	-0.7	1	-
AC015961.2	1.2	0.9	1	-
AC024592.2	0.8	1.4	1	-
EDDM13	2.3	0.4	1	-
AC060766.6	2.6	-1	1	-
LINC02078	5.5	-0.4	1	-
AC011509.2	0.9	0.6	1	-
AC010761.7	0.6	-1.9	1	-
AC005332.2	3.9	0.7	1	-
AP005264.5	1	-1.3	1	-
AL121989.1	0.9	0.5	1	-
AC087645.2	5.7	0.8	1	-
AC092068.3	2.2	0.4	1	-
AC009005.1	4	0.9	1	-
EML2-AS1	3.2	-0.2	1	-
MIR4527HG	0.6	-1.4	1	-
AC100793.3	2.6	0.1	1	-
AC011498.6	3.4	1.2	1	-
AC004221.1	1.8	-0.6	1	-
SLC25A36P1	2.2	-0.3	1	-
AC010680.1	0.9	-0.7	1	-
AC009977.1	6.2	1	1	-
SMIM22	0.5	-0.3	1	-
AC012254.4	0.9	1.1	1	-
AC087289.6	6	-1.2	1	-
AC018755.1	1.2	-1.3	1	-
AP001160.2	5.3	-0.2	1	-
AC119396.2	0.6	1.8	1	-
AL133499.1	0.4	-1.3	1	-
ZNF460-AS1	5.1	0.9	1	-
AC073539.1	4.6	-0.7	1	-
AL031666.2	1.1	-0.1	1	-
AC074135.1	2.1	0.4	1	-
AC022144.1	4.5	-0.5	1	-
AC026803.2	0.7	-0.2	1	-
CCDC177	1	-0.4	1	-
AC010320.1	1.3	0.2	1	-
AC010300.1	3.7	0	1	-
AC022762.2	5	0	1	-
AC010328.1	2.4	0	1	-
AC008878.1	2.3	0.5	1	-
AC007292.1	4.1	0.4	1	-
AC010605.2	0.5	0.4	1	-
AC010320.2	0.9	-0.2	1	-
AC243960.1	0.5	-0.6	1	-
AC010616.1	3.1	0	1	-
AC018766.1	1.4	0.8	1	-
AC008395.1	0.9	-0.6	1	-
SRP14P4	2	0.5	1	-
AC006539.2	0.5	1.5	1	-
AC123912.1	1.5	0.5	1	-
AC008982.1	1.9	4.3	1	-
ZNF649-AS1	1.1	0.3	1	-
AC026304.1	5.3	0.5	1	-
RF00017	2.6	1.3	1	-
AC010524.1	1	1.3	1	-
AC004076.1	1.7	1.3	1	-
SMIM17	3.1	0.3	1	-
ZNF114-AS1	1.2	2.7	1	-
AC005785.1	5.4	-3.1	1	-
AC002985.1	1.7	-1.2	1	-
AC010335.1	1.4	-0.8	1	-
AC020915.2	3.5	0.6	1	-
EEF1A1P7	1.4	-1.2	1	-
ARL14EPL	1	-0.3	1	-
AC123912.2	1.7	0	1	-
AC011445.1	1	-0.6	1	-
AC003005.2	0.4	0.5	1	-
AL589765.5	0.8	0.5	1	-
AC006547.3	2.1	0.2	1	-
AC008764.3	6.1	0	1	-
LRRC2-AS1	1	1.4	1	-
AL132655.1	1.5	0.6	1	-
AC243960.3	1.1	-2.8	1	-
VN1R81P	1.4	0.3	1	-
AC010271.1	1.2	0.1	1	-
AC025588.1	0.5	2.4	1	-
AC003682.1	1.5	-0.6	1	-
AC008763.2	2.3	-0.6	1	-
AC007785.3	0.6	0.9	1	-
AC093503.2	0.8	-2.2	1	-
AC011530.1	2.4	-0.9	1	-
AC073534.1	2.3	0.2	1	-
AC006262.1	4.1	0.5	1	-
FO681491.1	1	0.8	1	-
AC245884.9	1	-1.7	1	-
AC011479.2	0.7	2.8	1	-
AC008750.5	2.3	-0.1	1	-
VN1R83P	4.9	0.2	1	-
AC003002.2	2.5	-3.3	1	-
VN1R107P	0.6	1.5	1	-
AC010636.1	1.1	2.6	1	-
AC011466.1	1.5	-1.8	1	-
AC073389.1	2.3	1.3	1	-
VN1R80P	0.6	0.3	1	-
AC115522.1	0.9	-1.7	1	-
AC053503.5	4.2	0.4	1	-
AL353803.5	3.3	1	1	-
AL121761.1	2.9	-0.7	1	-
AP003680.1	1.3	0.8	1	-
AC006486.1	0.6	2.6	1	-
AL132655.2	1.4	0.5	1	-
AC005759.2	5	0.6	1	-
MIMT1	0.8	-0.6	1	-
AC008687.4	1.7	-0.3	1	-
LETM1P2	0.9	1.4	1	-
AC016586.2	5.5	-0.4	1	-
AC005261.3	2.3	-0.8	1	-
AC010643.1	3.5	-0.7	1	-
BNIP3P26	0.9	1.3	1	-
AL158151.4	1.9	1.9	1	-
MTCO3P39	1.1	-2	1	-
HSFX2	3.9	-0.4	1	-
AC008737.1	2.5	0	1	-
AC010519.1	1.7	-0.6	1	-
SCGB1B2P	4.5	0.3	1	-
AC104534.1	2.3	0	1	-
AC007193.1	0.6	2.6	1	-
AC004264.1	2.6	3.2	1	-
AL049747.1	1.8	1.2	1	-
Z69706.1	4.8	-0.1	1	-
AC020909.4	0.6	2.6	1	-
AC008878.3	2.4	4.6	1	-
AC011487.2	1.2	0.2	1	-
AC022150.1	1.3	-0.3	1	-
AC009955.3	2.3	-1.4	1	-
AL627309.6	3.2	1.5	1	-
AC136469.1	0.6	1.6	1	-
AC005387.1	1.4	0.2	1	-
AC010422.2	2	0.1	1	-
AC002128.1	3.4	0	1	-
MRPS17P1	4.5	-0.2	1	-
AL772155.3	0.6	1.7	1	-
MIA-RAB4B	0.9	0.1	1	-
AC005253.2	0.7	-1	1	-
VN1R82P	0.6	-2.9	1	-
AC003006.1	1.2	0.3	1	-
MTRNR2L12	4.8	0.7	1	-
AC016629.1	1	-0.8	1	-
AP001462.1	2.6	0.2	1	-
AC011455.1	0.6	-0.8	1	-
AC012313.6	4.9	-0.2	1	-
AC009955.4	5.7	0.1	1	-
AC010328.3	2.3	0	1	-
AC008555.2	3	-0.3	1	-
AC010624.3	2.8	0.1	1	-
AC010320.3	1.5	0.7	1	-
RF00017	0.6	-2	1	-
AC012313.7	0.5	-2.6	1	-
AC092329.1	1.3	-3.1	1	-
AC010636.2	0.4	-2.4	1	-
AC007193.2	2.3	-1.9	1	-
AC007192.2	1.3	1.9	1	-
AC092301.1	6.1	0.2	1	-
AL009178.2	2.7	-0.1	1	-
AC010618.3	1.2	2	1	-
AC005387.2	2.6	-0.1	1	-
AC006942.1	4.5	-0.1	1	-
AC019171.1	3.6	0	1	-
AC010422.3	4.5	-3	1	-
AC011445.2	1.4	0.3	1	-
AC245036.5	0.8	1.1	1	-
AC020922.3	0.5	1.4	1	-
AC093503.3	1.7	-1.3	1	-
AC008734.1	1	-2.6	1	-
AC020907.3	2.2	0.2	1	-
AC007292.2	3.7	-1.1	1	-
AC022150.3	3	-0.1	1	-
AC008655.2	0.8	1.1	1	-
AC011503.2	1.2	-0.4	1	-
AC008750.8	4.2	0.3	1	-
SPIB	4.2	0.1	1	-
LINC01224	4.3	-0.9	1	-
AC006967.3	1.7	0	1	-
H3.Y	3.7	-4.6	1	-
AC010326.2	1.4	-0.9	1	-
AC020913.2	5.9	0.8	1	-
AC010319.4	2.9	-0.4	1	-
Z69720.1	1.6	0	1	-
AC003973.1	0.6	1.5	1	-
AC003002.3	6	-0.4	1	-
AC093677.2	1	2.6	1	-
AC010422.4	2.3	0.9	1	-
AP001350.1	3.6	0.5	1	-
AC010487.2	2.7	-0.4	1	-
AC011510.1	3	-0.6	1	-
AC011479.3	0.7	-0.2	1	-
NOP53-AS1	2.6	0.4	1	-
AC092723.1	0.8	-2.3	1	-
AC008760.1	2.4	-0.8	1	-
AC008982.2	4	0.2	1	-
AC005197.1	0.8	1.2	1	-
CCDC194	1	-0.9	1	-
AC008761.2	1.7	0.1	1	-
AC008758.6	0.9	2.2	1	-
AC092070.4	4.3	-0.4	1	-
AC010329.2	4.7	-0.5	1	-
AC010642.1	2.3	0.3	1	-
AC008737.3	0.9	-0.2	1	-
PLEKHA3P1	0.7	-0.2	1	-
AC007292.3	0.7	1.8	1	-
AC010463.3	2.8	0.3	1	-
AC020913.3	0.5	1.4	1	-
AC092364.2	2.2	-0.6	1	-
AC245884.10	1.1	0	1	-
AC022382.1	1.1	-0.7	1	-
AL391001.1	3	0	1	-
AC078802.1	1.4	-1.7	1	-
AC018809.1	3.9	-0.9	1	-
AC025857.2	3.4	0	1	-
RMRP	1.2	3.6	1	-
AC010531.5	1.1	0	1	-
AC234772.2	1.3	0	1	-
AC025165.4	2.9	0.1	1	-
MAP2K4P1	2.6	0.5	1	-
PTMAP11	1.6	2.1	1	-
AC068620.1	3.2	0.3	1	-
AL031429.2	1.1	0.3	1	-
AC068790.2	3.6	-0.4	1	-
AC135178.5	3.5	0.2	1	-
AC069307.1	1.2	0.9	1	-
AC090181.2	4.4	-0.4	1	-
AL117336.1	1.4	1.3	1	-
AC022239.1	0.6	-0.7	1	-
MKNK1-AS1	5	0.3	1	-
AC010359.1	4.6	0.1	1	-
AL136115.2	1.2	-1.3	1	-
AL162424.1	1.7	-2.1	1	-
AC004542.1	0.9	-1.7	1	-
AC012065.3	2.6	-0.5	1	-
AC068768.1	0.7	1.9	1	-
AC004542.2	3.7	-2.7	1	-
AC068790.3	4.1	0.4	1	-
AC005479.2	0.6	0.9	1	-
AC010531.6	2.4	0.8	1	-
AC026150.3	2.4	0.8	1	-
AC110769.2	2.6	0.4	1	-
Z93241.1	3.4	-2.6	1	-
BMS1P7	0.9	3.2	1	-
AC136475.7	2.3	0.8	1	-
AL020997.3	1.4	-3.1	1	-
AC027243.2	0.5	-1.7	1	-
AC068790.4	1.7	0	1	-
AC121493.1	1.4	-2.3	1	-
AC068790.5	3.6	0	1	-
AC090559.2	3.6	0.3	1	-
AF131215.7	0.7	1.7	1	-
AP003117.1	0.5	1.5	1	-
AL021878.2	4.1	0	1	-
AC010997.3	0.8	0.7	1	-
AL590235.1	0.7	-1	1	-
AC068790.6	1.6	-0.7	1	-
AL365273.2	0.6	-0.7	1	-
AC136475.8	2	0.7	1	-
TSNAX-DISC1	1.7	1.1	1	-
AL353593.2	1.4	-0.1	1	-
AL513327.3	1.2	-1.4	1	-
AP001429.1	1.7	0.3	1	-
AC138894.2	5.7	-0.2	1	-
AC092127.2	3.3	0.9	1	-
AC068790.7	2.2	-1	1	-
AC025766.1	0.7	-0.4	1	-
AC078795.3	0.7	2.8	1	-
TERC	0.7	2.8	1	-
AC068620.2	2.1	1.4	1	-
AL591806.3	4.1	0	1	-
AC130352.1	2.4	0	1	-
